A  -  1449 ocorrências
TEMPTED  -  4 ocorrências
TEN  -  9 ocorrências
TEND  -  1 ocorrências
TENDED  -  1 ocorrências
TENDENCY  -  1 ocorrências
TENDER  -  1 ocorrências
TENDEREST  -  2 ocorrências
TENDERLY  -  5 ocorrências
TENDERNESS  -  4 ocorrências
TENEMENT  -  1 ocorrências
TENETS  -  1 ocorrências
TENFOLD  -  1 ocorrências
TENTH  -  1 ocorrências
TERM  -  1 ocorrências
TERMINATE  -  1 ocorrências
TERMINATED  -  1 ocorrências
TERMINATION  -  1 ocorrências
TERMS  -  29 ocorrências
TERRIBLE  -  10 ocorrências
TERRIBLY  -  2 ocorrências
TERRIFIC  -  7 ocorrências
TERRIFICALLY  -  1 ocorrências
TERRIFIED  -  2 ocorrências
TERROR  -  10 ocorrências
TERRORS  -  1 ocorrências
TERTIARY  -  1 ocorrências
TESTIFY  -  1 ocorrências
TESTIMONIES  -  1 ocorrências
TESTIMONY  -  1 ocorrências
TEXTURE  -  1 ocorrências
TH  -  17 ocorrências
THAMES  -  1 ocorrências
THAN  -  112 ocorrências
THANK  -  8 ocorrências
THANKED  -  4 ocorrências
THANKFULNESS  -  1 ocorrências
THANKS  -  3 ocorrências
THAT  -  1033 ocorrências
THATCH  -  1 ocorrências
THE  -  4371 ocorrências
THEE  -  10 ocorrências
THEIR  -  186 ocorrências
THEIRS  -  4 ocorrências
THEM  -  127 ocorrências
THEME  -  1 ocorrências
THEMSELVES  -  12 ocorrências
THEN  -  109 ocorrências
THENCE  -  3 ocorrências
THENCEFORTH  -  2 ocorrências
THEORIES  -  1 ocorrências
THEORY  -  4 ocorrências
THERE  -  83 ocorrências
THEREFORE  -  37 ocorrências
THESE  -  157 ocorrências
THESEUS  -  1 ocorrências
THEY  -  213 ocorrências
THICK  -  7 ocorrências
THICKENED  -  1 ocorrências
THICKLY  -  1 ocorrências
THIN  -  4 ocorrências
THINE  -  3 ocorrências
THING  -  11 ocorrências
THINGS  -  11 ocorrências
THINK  -  29 ocorrências
THINKING  -  2 ocorrências
THINKS  -  1 ocorrências
THINNER  -  1 ocorrências
THIRD  -  2 ocorrências
THIRST  -  14 ocorrências
THIRSTED  -  2 ocorrências
THIRSTING  -  1 ocorrências
THIRTEEN  -  1 ocorrências
THIRTY  -  1 ocorrências
THIS  -  449 ocorrências
THITHER  -  1 ocorrências
THOMAS  -  2 ocorrências
THONON  -  1 ocorrências
THOSE  -  92 ocorrências
THOU  -  14 ocorrências
THOUGHT  -  74 ocorrências
THOUGHTFUL  -  1 ocorrências
THOUGHTFULNESS  -  1 ocorrências
THOUGHTLESSLY  -  1 ocorrências
THOUGHTS  -  38 ocorrências
THOUSAND  -  27 ocorrências
THOUSANDS  -  3 ocorrências
THOUSANDTH  -  1 ocorrências
THREAT  -  7 ocorrências
THREATEN  -  1 ocorrências
THREATENED  -  5 ocorrências
THREATENING  -  1 ocorrências
THREATS  -  4 ocorrências
THREE  -  11 ocorrências
THRESHOLD  -  1 ocorrências
THREW  -  13 ocorrências
THRICE  -  1 ocorrências
THRILL  -  2 ocorrências
THROAT  -  3 ocorrências
THROATS  -  1 ocorrências
THROBBINGS  -  1 ocorrências
THROUGH  -  49 ocorrências
THROUGHOUT  -  1 ocorrências
THROW  -  4 ocorrências
THROWING  -  2 ocorrências
THROWN  -  9 ocorrências
THRUSH  -  2 ocorrências
THRUST  -  2 ocorrências
THUNDER  -  8 ocorrências
THUNDERS  -  1 ocorrências
THUNDERSTORM  -  1 ocorrências
THURSDAY  -  1 ocorrências
THUS  -  66 ocorrências
THY  -  18 ocorrências
THYSELF  -  1 ocorrências
TIDE  -  2 ocorrências
TIDINGS  -  2 ocorrências
TIE  -  1 ocorrências
TIES  -  5 ocorrências
TILBURY  -  1 ocorrências
TILL  -  2 ocorrências
TIME  -  98 ocorrências
TIMES  -  11 ocorrências
TIMID  -  1 ocorrências
TIMOROUS  -  1 ocorrências
TINGED  -  2 ocorrências
TINGLE  -  1 ocorrências
TINGLING  -  2 ocorrências
TINTERN  -  1 ocorrências
TITLE  -  2 ocorrências
TM  -  57 ocorrências
TO  -  2174 ocorrências
TODAY  -  2 ocorrências
TOGETHER  -  9 ocorrências
TOIL  -  7 ocorrências
TOILED  -  1 ocorrências
TOILS  -  8 ocorrências
TOILSOME  -  1 ocorrências
TOKENS  -  1 ocorrências
TOLD  -  14 ocorrências
TOLERABLE  -  1 ocorrências
TOLERABLY  -  1 ocorrências
TOLERATED  -  1 ocorrências
TOMB  -  3 ocorrências
TOMORROW  -  2 ocorrências
TONE  -  3 ocorrências
TONED  -  1 ocorrências
TONES  -  3 ocorrências
TONGUE  -  1 ocorrências
TONGUES  -  1 ocorrências
TOO  -  30 ocorrências
TOOK  -  36 ocorrências
TOOLS  -  3 ocorrências
TOP  -  3 ocorrências
TOPIC  -  1 ocorrências
TORCH  -  1 ocorrências
TORCHES  -  1 ocorrências
TORE  -  5 ocorrências
TORMENT  -  4 ocorrências
TORMENTED  -  5 ocorrências
TORMENTING  -  2 ocorrências
TORMENTOR  -  1 ocorrências
TORMENTS  -  3 ocorrências
TORN  -  5 ocorrências
TORPOR  -  2 ocorrências
TORRENT  -  2 ocorrências
TORRENTS  -  2 ocorrências
TORTURE  -  12 ocorrências
TORTURED  -  4 ocorrências
TORTURER  -  1 ocorrências
TORTURES  -  5 ocorrências
TORTURING  -  1 ocorrências
TOTAL  -  1 ocorrências
TOTALLY  -  3 ocorrências
TOUCH  -  1 ocorrências
TOUCHED  -  5 ocorrências
TOUCHING  -  2 ocorrências
TOUR  -  4 ocorrências
TOWARD  -  3 ocorrências
TOWARDS  -  94 ocorrências
TOWER  -  1 ocorrências
TOWERED  -  1 ocorrências
TOWERING  -  1 ocorrências
TOWERS  -  1 ocorrências
TOWN  -  26 ocorrências
TOWNS  -  4 ocorrências
TRACE  -  9 ocorrências
TRACED  -  1 ocorrências
TRACES  -  2 ocorrências
TRACING  -  1 ocorrências
TRACK  -  3 ocorrências
TRADE  -  2 ocorrências
TRADEMARK  -  11 ocorrências
TRADER  -  1 ocorrências
TRAGEDY  -  1 ocorrências
TRAIN  -  6 ocorrências
TRAINED  -  1 ocorrências
TRAINS  -  1 ocorrências
TRAIT  -  2 ocorrências
TRAITOR  -  1 ocorrências
TRAMPLE  -  2 ocorrências
TRAMPLED  -  1 ocorrências
TRANCE  -  1 ocorrências
TRANQUIL  -  7 ocorrências
TRANQUILLISE  -  1 ocorrências
TRANQUILLISED  -  1 ocorrências
TRANQUILLITY  -  14 ocorrências
TRANQUILLY  -  1 ocorrências
TRANSACTED  -  1 ocorrências
TRANSACTION  -  1 ocorrências
TRANSCENDENT  -  1 ocorrências
TRANSCRIBE  -  1 ocorrências
TRANSCRIPTION  -  1 ocorrências
TRANSFER  -  1 ocorrências
TRANSITORY  -  4 ocorrências
TRANSMIT  -  1 ocorrências
TRANSMUTED  -  1 ocorrências
TRANSPARENT  -  1 ocorrências
TRANSPORT  -  1 ocorrências
TRANSPORTED  -  4 ocorrências
TRANSVERSELY  -  1 ocorrências
TRASH  -  1 ocorrências
TRAVEL  -  4 ocorrências
TRAVELLED  -  6 ocorrências
TRAVELLER  -  5 ocorrências
TRAVELLERS  -  2 ocorrências
TRAVELLING  -  1 ocorrências
TRAVELS  -  4 ocorrências
TRAVERSE  -  2 ocorrências
TRAVERSED  -  6 ocorrências
TRAVERSING  -  1 ocorrências
TREACHEROUS  -  1 ocorrências
TREACHERY  -  2 ocorrências
TREAD  -  3 ocorrências
TREADING  -  1 ocorrências
TREASURE  -  2 ocorrências
TREASURES  -  3 ocorrências
TREATED  -  1 ocorrências
TREATING  -  1 ocorrências
TREATMENT  -  5 ocorrências
TREBLE  -  1 ocorrências
TREE  -  5 ocorrências
TREES  -  20 ocorrências
TREMBLE  -  6 ocorrências
TREMBLED  -  11 ocorrências
TREMBLING  -  6 ocorrências
TREMENDOUS  -  7 ocorrências
TREMULOUS  -  1 ocorrências
TRIAL  -  10 ocorrências
TRIALS  -  1 ocorrências
TRIBUTE  -  2 ocorrências
TRICKLE  -  1 ocorrências
TRICKLING  -  1 ocorrências
TRIED  -  14 ocorrências
TRIFLED  -  1 ocorrências
TRIFLING  -  2 ocorrências
TRIUMPH  -  6 ocorrências
TRIUMPHANT  -  1 ocorrências
TRIUMPHANTLY  -  1 ocorrências
TRIUMPHED  -  2 ocorrências
TROD  -  1 ocorrências
TROUBLE  -  3 ocorrências
TROUBLED  -  7 ocorrências
TRUCE  -  1 ocorrências
TRUE  -  21 ocorrências
TRUEST  -  1 ocorrências
TRULY  -  5 ocorrências
TRUST  -  6 ocorrências
TRUTH  -  14 ocorrências
TRY  -  4 ocorrências
TUMULT  -  4 ocorrências
TUMULTUOUS  -  3 ocorrências
TURBULENCE  -  1 ocorrências
TURK  -  10 ocorrências
TURKEY  -  2 ocorrências
TURKISH  -  2 ocorrências
TURKS  -  1 ocorrências
TURMOIL  -  1 ocorrências
TURN  -  12 ocorrências
TURNED  -  24 ocorrências
TURNING  -  7 ocorrências
TURNKEYS  -  2 ocorrências
TURNS  -  2 ocorrências
TUTORED  -  1 ocorrências
TWELVE  -  1 ocorrências
TWENTY  -  5 ocorrências
TWICE  -  2 ocorrências
TWINKLING  -  1 ocorrências
TWO  -  38 ocorrências
TXT  -  1 ocorrências
TYPE  -  2 ocorrências
TYPES  -  1 ocorrências
TYRANNICAL  -  1 ocorrências
TYRANNY  -  1 ocorrências
TYRANT  -  1 ocorrências
TYRANTS  -  1 ocorrências
TYROS  -  1 ocorrências
U  -  3 ocorrências
UGLINESS  -  2 ocorrências
UGLY  -  4 ocorrências
ULTIMATELY  -  2 ocorrências
UNABATED  -  1 ocorrências
UNABLE  -  22 ocorrências
UNACCOUNTABLE  -  1 ocorrências
UNACQUAINTED  -  4 ocorrências
UNADEPT  -  1 ocorrências
UNALLIED  -  1 ocorrências
UNALTERABLE  -  1 ocorrências
UNAVOIDABLE  -  1 ocorrências
UNBELIEF  -  1 ocorrências
UNBENDING  -  1 ocorrências
UNBORROW  -  1 ocorrências
UNBOUNDED  -  3 ocorrências
UNBRIDLED  -  1 ocorrências
UNCEASING  -  1 ocorrências
UNCERTAIN  -  3 ocorrências
UNCHAINED  -  1 ocorrências
UNCHECKED  -  2 ocorrências
UNCLE  -  10 ocorrências
UNCOMMON  -  3 ocorrências
UNCOMMONLY  -  1 ocorrências
UNCONSCIOUS  -  2 ocorrências
UNCONTROLLABLE  -  2 ocorrências
UNCONTROLLABLY  -  1 ocorrências
UNCOUTH  -  3 ocorrências
UNCOVERED  -  1 ocorrências
UNDECEIVE  -  1 ocorrências
UNDECEIVING  -  1 ocorrências
UNDER  -  32 ocorrências
UNDERGO  -  1 ocorrências
UNDERGONE  -  1 ocorrências
UNDERSTAND  -  17 ocorrências
UNDERSTANDING  -  5 ocorrências
UNDERSTOOD  -  14 ocorrências
UNDERTAKE  -  4 ocorrências
UNDERTAKING  -  13 ocorrências
UNDERWENT  -  1 ocorrências
UNDERWOOD  -  1 ocorrências
UNDISCOVERED  -  2 ocorrências
UNDISTURBED  -  3 ocorrências
UNDIVIDED  -  1 ocorrências
UNDOUBTEDLY  -  1 ocorrências
UNDULATIONS  -  1 ocorrências
UNEARTHLY  -  3 ocorrências
UNEASINESS  -  2 ocorrências
UNEASY  -  3 ocorrências
UNEDUCATED  -  1 ocorrências
UNEMPLOYED  -  1 ocorrências
UNENFORCEABILITY  -  1 ocorrências
UNEQUAL  -  1 ocorrências
UNEQUALLED  -  1 ocorrências
UNEVEN  -  1 ocorrências
UNEXAMPLED  -  1 ocorrências
UNEXPECTED  -  2 ocorrências
UNEXPLORED  -  2 ocorrências
UNFAILING  -  1 ocorrências
UNFAIR  -  2 ocorrências
UNFASHIONED  -  1 ocorrências
UNFAVOURABLE  -  2 ocorrências
UNFEELING  -  3 ocorrências
UNFINISHED  -  2 ocorrências
UNFIT  -  2 ocorrências
UNFITNESS  -  1 ocorrências
UNFITTED  -  1 ocorrências
UNFOLD  -  1 ocorrências
UNFOLDED  -  2 ocorrências
UNFOLDING  -  2 ocorrências
UNFORMED  -  1 ocorrências
UNFORTUNATE  -  15 ocorrências
UNFORTUNATELY  -  3 ocorrências
UNFULFILLED  -  2 ocorrências
UNGAZED  -  1 ocorrências
UNGRATITUDE  -  1 ocorrências
UNGUARDED  -  2 ocorrências
UNHALLOWED  -  4 ocorrências
UNHAPPINESS  -  4 ocorrências
UNHAPPY  -  19 ocorrências
UNHEARD  -  1 ocorrências
UNIFORM  -  4 ocorrências
UNINTELLIGIBLE  -  1 ocorrências
UNINTERESTED  -  1 ocorrências
UNINTERESTING  -  1 ocorrências
UNINTERRUPTED  -  1 ocorrências
UNION  -  16 ocorrências
UNITE  -  1 ocorrências
UNITED  -  16 ocorrências
UNIVERSAL  -  1 ocorrências
UNIVERSITY  -  7 ocorrências
UNJUST  -  2 ocorrências
UNJUSTLY  -  2 ocorrências
UNKINDNESS  -  1 ocorrências
UNKNOWN  -  7 ocorrências
UNLAWFUL  -  1 ocorrências
UNLESS  -  9 ocorrências
UNLIKE  -  7 ocorrências
UNLIMITED  -  1 ocorrências
UNLINK  -  1 ocorrências
UNLOCKED  -  1 ocorrências
UNMINGLED  -  3 ocorrências
UNMOLESTED  -  1 ocorrências
UNNATURAL  -  3 ocorrências
UNOBSERVING  -  1 ocorrências
UNPARALLELED  -  5 ocorrências
UNPERCEIVED  -  2 ocorrências
UNPLASTERED  -  1 ocorrências
UNPRACTISED  -  1 ocorrências
UNPREJUDICED  -  2 ocorrências
UNPROTECTED  -  2 ocorrências
UNQUALIFIED  -  1 ocorrências
UNQUENCHED  -  1 ocorrências
UNQUIET  -  1 ocorrências
UNRAVEL  -  1 ocorrências
UNRELAXED  -  1 ocorrências
UNREMITTED  -  1 ocorrências
UNREMITTING  -  3 ocorrências
UNRESERVEDLY  -  1 ocorrências
UNRESTRAINED  -  2 ocorrências
UNSATISFACTORY  -  1 ocorrências
UNSATISFIED  -  2 ocorrências
UNSEEN  -  1 ocorrências
UNSETTLED  -  1 ocorrências
UNSOCIAL  -  1 ocorrências
UNSOFTENED  -  1 ocorrências
UNSOLICITED  -  1 ocorrências
UNSPEAKABLE  -  2 ocorrências
UNSTAINED  -  1 ocorrências
UNSUCCESSFUL  -  1 ocorrências
UNSULLIED  -  1 ocorrências
UNSUPPORTED  -  1 ocorrências
UNSYMPATHISED  -  1 ocorrências
UNTAMED  -  1 ocorrências
UNTAUGHT  -  1 ocorrências
UNTIL  -  52 ocorrências
UNTIMELY  -  2 ocorrências
UNTRODDEN  -  1 ocorrências
UNUSUAL  -  3 ocorrências
UNUTTERABLE  -  1 ocorrências
UNVEILED  -  1 ocorrências
UNVISITED  -  1 ocorrências
UNWEARIED  -  1 ocorrências
UNWHOLESOME  -  2 ocorrências
UNWILLING  -  4 ocorrências
UNWILLINGLY  -  1 ocorrências
UNWILLINGNESS  -  1 ocorrências
UNWORTHINESS  -  1 ocorrências
UNWORTHY  -  2 ocorrências
UP  -  73 ocorrências
UPDATED  -  2 ocorrências
UPON  -  128 ocorrências
UPRIGHT  -  2 ocorrências
URGED  -  12 ocorrências
URI  -  1 ocorrências
US  -  61 ocorrências
USAGE  -  1 ocorrências
USE  -  22 ocorrências
USED  -  6 ocorrências
USEFUL  -  4 ocorrências
USEFULNESS  -  2 ocorrências
USELESS  -  9 ocorrências
USER  -  3 ocorrências
USES  -  3 ocorrências
USING  -  5 ocorrências
USUAL  -  5 ocorrências
USUALLY  -  2 ocorrências
UT  -  1 ocorrências
UTENSILS  -  2 ocorrências
UTF  -  1 ocorrências
UTILITY  -  3 ocorrências
UTMOST  -  6 ocorrências
UTTER  -  11 ocorrências
UTTERANCE  -  3 ocorrências
UTTERED  -  9 ocorrências
UTTERING  -  2 ocorrências
UTTERLY  -  11 ocorrências
VACANCY  -  2 ocorrências
VACANT  -  1 ocorrências
VACILLATING  -  1 ocorrências
VAGABOND  -  1 ocorrências
VAGRANTS  -  1 ocorrências
VAIN  -  13 ocorrências
VAINLY  -  4 ocorrências
VALAIS  -  1 ocorrências
VALE  -  1 ocorrências
VALES  -  1 ocorrências
VALLEY  -  9 ocorrências
VALLEYS  -  1 ocorrências
VALUABLE  -  3 ocorrências
VALUE  -  3 ocorrências
VALUED  -  3 ocorrências
VAMPIRE  -  1 ocorrências
VANILLA  -  2 ocorrências
VANISH  -  4 ocorrências
VANISHED  -  6 ocorrências
VANQUISHED  -  1 ocorrências
VARIABLE  -  1 ocorrências
VARIED  -  3 ocorrências
VARIEGATED  -  1 ocorrências
VARIETY  -  4 ocorrências
VARIOUS  -  27 ocorrências
VAST  -  11 ocorrências
VAUD  -  1 ocorrências
VAULTS  -  1 ocorrências
VE  -  4 ocorrências
VEGETABLES  -  3 ocorrências
VEHEMENT  -  1 ocorrências
VEHICLE  -  1 ocorrências
VEIL  -  3 ocorrências
VEILED  -  1 ocorrências
VEINS  -  4 ocorrências
VENERABLE  -  4 ocorrências
VENGEANCE  -  21 ocorrências
VENOM  -  1 ocorrências
VENT  -  2 ocorrências
VENTING  -  1 ocorrências
VENTURE  -  1 ocorrências
VENTURED  -  3 ocorrências
VENTURES  -  1 ocorrências
VERDANT  -  2 ocorrências
VERDURE  -  2 ocorrências
VERGE  -  1 ocorrências
VERSION  -  3 ocorrências
VERY  -  76 ocorrências
VESSEL  -  17 ocorrências
VESSELS  -  3 ocorrências
VESTIGE  -  1 ocorrências
VEXATIONS  -  1 ocorrências
VIANDS  -  1 ocorrências
VICAR  -  1 ocorrências
VICE  -  8 ocorrências
VICES  -  2 ocorrências
VICINITY  -  1 ocorrências
VICIOUS  -  3 ocorrências
VICTIM  -  16 ocorrências
VICTIMS  -  4 ocorrências
VICTOR  -  28 ocorrências
VICTORIOUS  -  1 ocorrências
VICTORY  -  1 ocorrências
VIEW  -  15 ocorrências
VIEWED  -  5 ocorrências
VIEWING  -  1 ocorrências
VIEWS  -  3 ocorrências
VIGILANCE  -  1 ocorrências
VIGOROUS  -  1 ocorrências
VIGOUR  -  2 ocorrências
VILE  -  1 ocorrências
VILLA  -  2 ocorrências
VILLAGE  -  12 ocorrências
VILLAGERS  -  3 ocorrências
VILLAIN  -  2 ocorrências
VILLAINS  -  1 ocorrências
VINES  -  4 ocorrências
VINEYARDS  -  1 ocorrências
VINTAGE  -  2 ocorrências
VIOLATES  -  1 ocorrências
VIOLENCE  -  10 ocorrências
VIOLENT  -  8 ocorrências
VIOLENTLY  -  6 ocorrências
VIRTUE  -  12 ocorrências
VIRTUES  -  8 ocorrências
VIRTUOUS  -  4 ocorrências
VIRUS  -  1 ocorrências
VISAGE  -  2 ocorrências
VISIBLE  -  6 ocorrências
VISION  -  3 ocorrências
VISIONS  -  5 ocorrências
VISIT  -  20 ocorrências
VISITED  -  17 ocorrências
VISITINGS  -  1 ocorrências
VISITOR  -  1 ocorrências
VISITS  -  4 ocorrências
VITAL  -  1 ocorrências
VIVACITY  -  3 ocorrências
VIVID  -  3 ocorrências
VOICE  -  46 ocorrências
VOICELESS  -  1 ocorrências
VOICES  -  4 ocorrências
VOID  -  3 ocorrências
VOLCANO  -  1 ocorrências
VOLNEY  -  1 ocorrências
VOLUME  -  4 ocorrências
VOLUMES  -  2 ocorrências
VOLUNTARILY  -  1 ocorrências
VOLUNTARY  -  2 ocorrências
VOLUNTEER  -  1 ocorrências
VOLUNTEERS  -  6 ocorrências
VOW  -  4 ocorrências
VOWED  -  2 ocorrências
VOWS  -  1 ocorrências
VOYAGE  -  15 ocorrências
VOYAGES  -  4 ocorrências
VULGAR  -  1 ocorrências
VULTURE  -  1 ocorrências
W  -  1 ocorrências
WAFTED  -  4 ocorrências
WAIL  -  1 ocorrências
WAIT  -  4 ocorrências
WAITED  -  8 ocorrências
WAITING  -  2 ocorrências
WAKEFIELD  -  1 ocorrências
WAKING  -  1 ocorrências
WALDMAN  -  9 ocorrências
WALK  -  6 ocorrências
WALKED  -  16 ocorrências
WALKING  -  7 ocorrências
WALKS  -  4 ocorrências
WALL  -  1 ocorrências
WALLET  -  1 ocorrências
WALLS  -  4 ocorrências
WALTON  -  8 ocorrências
WAN  -  1 ocorrências
WAND  -  1 ocorrências
WANDER  -  4 ocorrências
WANDERED  -  14 ocorrências
WANDERER  -  2 ocorrências
WANDERING  -  4 ocorrências
WANDERINGS  -  3 ocorrências
WANT  -  12 ocorrências
WANTONLY  -  2 ocorrências
WANTONNESS  -  1 ocorrências
WANTS  -  3 ocorrências
WAR  -  2 ocorrências
WARBLING  -  1 ocorrências
WARM  -  9 ocorrências
WARMED  -  5 ocorrências
WARMER  -  2 ocorrências
WARMEST  -  2 ocorrências
WARMLY  -  1 ocorrências
WARMTH  -  11 ocorrências
WARRANT  -  1 ocorrências
WARRANTIES  -  3 ocorrências
WARRANTY  -  2 ocorrências
WARRING  -  1 ocorrências
WARS  -  1 ocorrências
WAS  -  1022 ocorrências
WASTE  -  4 ocorrências
WASTED  -  3 ocorrências
WASTING  -  1 ocorrências
WATCH  -  8 ocorrências
WATCHED  -  4 ocorrências
WATCHFUL  -  4 ocorrências
WATCHING  -  13 ocorrências
WATER  -  17 ocorrências
WATERFALLS  -  1 ocorrências
WATERS  -  11 ocorrências
WATERY  -  2 ocorrências
WAVED  -  2 ocorrências
WAVERING  -  1 ocorrências
WAVES  -  14 ocorrências
WAY  -  20 ocorrências
WAYS  -  2 ocorrências
WE  -  183 ocorrências
WEAK  -  5 ocorrências
WEAKEN  -  1 ocorrências
WEAKENED  -  2 ocorrências
WEAKNESS  -  3 ocorrências
WEALTH  -  7 ocorrências
WEAN  -  1 ocorrências
WEAPONS  -  1 ocorrências
WEAR  -  1 ocorrências
WEARIED  -  1 ocorrências
WEARILY  -  1 ocorrências
WEARING  -  1 ocorrências
WEARS  -  1 ocorrências
WEARY  -  1 ocorrências
WEARYING  -  1 ocorrências
WEATHER  -  9 ocorrências
WEB  -  6 ocorrências
WEDDING  -  5 ocorrências
WEEK  -  8 ocorrências
WEEKS  -  6 ocorrências
WEEP  -  11 ocorrências
WEEPING  -  4 ocorrências
WEEPS  -  1 ocorrências
WEIGH  -  1 ocorrências
WEIGHED  -  6 ocorrências
WEIGHS  -  1 ocorrências
WEIGHT  -  7 ocorrências
WELCOME  -  7 ocorrências
WELCOMED  -  5 ocorrências
WELFARE  -  2 ocorrências
WELL  -  49 ocorrências
WENT  -  20 ocorrências
WEPT  -  16 ocorrências
WERE  -  308 ocorrências
WERT  -  2 ocorrências
WERTER  -  5 ocorrências
WEST  -  3 ocorrências
WESTERN  -  1 ocorrências
WESTMORLAND  -  2 ocorrências
WET  -  6 ocorrências
WHALE  -  3 ocorrências
WHALER  -  1 ocorrências
WHAT  -  133 ocorrências
WHATEVER  -  2 ocorrências
WHATSOEVER  -  3 ocorrências
WHEEL  -  1 ocorrências
WHEN  -  329 ocorrências
WHENCE  -  4 ocorrências
WHENEVER  -  2 ocorrências
WHERE  -  80 ocorrências
WHEREFORE  -  3 ocorrências
WHEREVER  -  2 ocorrências
WHETHER  -  15 ocorrências
WHICH  -  565 ocorrências
WHILE  -  69 ocorrências
WHILST  -  9 ocorrências
WHINE  -  1 ocorrências
WHIRLED  -  1 ocorrências
WHIRLWIND  -  1 ocorrências
WHIRLWINDS  -  2 ocorrências
WHISPER  -  2 ocorrências
WHISPERED  -  4 ocorrências
WHISPERS  -  1 ocorrências
WHITE  -  11 ocorrências
WHITENESS  -  1 ocorrências
WHITEWASHED  -  1 ocorrências
WHITHER  -  5 ocorrências
WHO  -  177 ocorrências
WHOLE  -  32 ocorrências
WHOLESOME  -  1 ocorrências
WHOLLY  -  3 ocorrências
WHOM  -  81 ocorrências
WHOSE  -  50 ocorrências
WHY  -  35 ocorrências
WICKED  -  2 ocorrências
WICKEDNESS  -  6 ocorrências
WIDE  -  8 ocorrências
WIDER  -  1 ocorrências
WIDEST  -  2 ocorrências
WIDOW  -  2 ocorrências
WIDTH  -  1 ocorrências
WIFE  -  11 ocorrências
WILD  -  12 ocorrências
WILDEST  -  3 ocorrências
WILDNESS  -  3 ocorrências
WILDS  -  3 ocorrências
WILINESS  -  1 ocorrências
WILL  -  201 ocorrências
WILLIAM  -  25 ocorrências
WILLINGLY  -  4 ocorrências
WILLOW  -  1 ocorrências
WILLOWY  -  1 ocorrências
WILT  -  1 ocorrências
WIN  -  2 ocorrências
WIND  -  27 ocorrências
WINDING  -  1 ocorrências
WINDINGS  -  3 ocorrências
WINDOW  -  10 ocorrências
WINDOWS  -  5 ocorrências
WINDS  -  8 ocorrências
WINDSOR  -  2 ocorrências
WINE  -  1 ocorrências
WINGED  -  1 ocorrências
WINGS  -  1 ocorrências
WINNING  -  1 ocorrências
WINTER  -  13 ocorrências
WIPE  -  1 ocorrências
WIPED  -  1 ocorrências
WIPING  -  1 ocorrências
WISDOM  -  3 ocorrências
WISE  -  1 ocorrências
WISER  -  1 ocorrências
WISEST  -  1 ocorrências
WISH  -  24 ocorrências
WISHED  -  20 ocorrências
WISHES  -  7 ocorrências
WISHING  -  2 ocorrências
WITH  -  714 ocorrências
WITHDRAWN  -  1 ocorrências
WITHDREW  -  2 ocorrências
WITHERED  -  1 ocorrências
WITHHOLD  -  1 ocorrências
WITHIN  -  35 ocorrências
WITHOUT  -  38 ocorrências
WITHSTAND  -  2 ocorrências
WITNESS  -  3 ocorrências
WITNESSED  -  1 ocorrências
WITNESSES  -  9 ocorrências
WIVES  -  1 ocorrências
WOE  -  6 ocorrências
WOEFUL  -  2 ocorrências
WOES  -  2 ocorrências
WOLLSTONECRAFT  -  4 ocorrências
WOMAN  -  24 ocorrências
WOMEN  -  4 ocorrências
WON  -  3 ocorrências
WONDER  -  21 ocorrências
WONDERFUL  -  17 ocorrências
WONDERFULLY  -  1 ocorrências
WONDERS  -  5 ocorrências
WONDROUS  -  7 ocorrências
WONDROUSLY  -  1 ocorrências
WONT  -  1 ocorrências
WOOD  -  26 ocorrências
WOODS  -  12 ocorrências
WOOLWICH  -  1 ocorrências
WORD  -  14 ocorrências
WORDS  -  54 ocorrências
WORDSWORTH  -  1 ocorrências
WORE  -  3 ocorrências
WORK  -  78 ocorrências
WORKED  -  8 ocorrências
WORKING  -  2 ocorrências
WORKMAN  -  1 ocorrências
WORKS  -  40 ocorrências
WORKSHOP  -  1 ocorrências
WORLD  -  45 ocorrências
WORLDLY  -  1 ocorrências
